learner_id,career_goal,current_skill_level,prior_experience_months,completed_modules_count,avg_quiz_score,avg_coding_challenge_score,time_spent_hours_per_week,preferred_learning_pace,score_python,score_statistics,score_ml_algorithms,score_deep_learning,score_sql,score_data_visualization,dropout_risk,next_best_module
LRN01362,Data Scientist,Intermediate,10.4,20.0,51.1,54.4,9.2,Fast,85.2,58.1,50.9,65.2,75.8,43.7,0,ML Algorithms Intro
LRN01363,ML Engineer,Intermediate,24.8,8.0,78.4,64.5,16.7,Fast,49.9,54.4,75.2,66.4,71.6,35.8,1,Python Foundations
LRN01364,Data Analyst,Advanced,58.1,25.0,98.2,90.4,15.9,Fast,89.9,96.1,73.7,80.0,84.7,90.2,0,Advanced ML Projects
LRN01365,Data Scientist,Intermediate,19.9,16.0,89.6,74.2,0.6,Slow,57.0,60.4,66.1,46.8,50.7,67.3,0,Python Foundations
LRN01366,Data Scientist,Beginner,4.6,4.0,21.2,33.0,9.2,Slow,65.4,58.4,47.2,9.6,50.5,53.5,1,Deep Learning Basics
LRN01367,Data Analyst,Intermediate,29.4,17.0,44.5,48.6,2.3,Slow,53.7,59.2,63.7,8.1,90.9,62.2,1,Statistics for DS
LRN01368,Data Analyst,Intermediate,20.5,10.0,43.5,42.1,9.2,Fast,80.0,69.2,57.2,31.8,83.1,53.4,1,Statistics for DS
LRN01369,Data Analyst,Beginner,2.8,3.0,64.3,64.7,19.5,Fast,60.8,71.4,51.7,0.0,55.3,47.4,0,Statistics for DS
LRN01370,Data Scientist,Intermediate,26.1,18.0,71.3,77.6,17.8,Fast,87.7,74.7,48.5,78.3,58.1,57.5,0,ML Algorithms Intro
LRN01371,Data Analyst,Beginner,1.6,2.0,46.2,48.9,6.9,Moderate,15.0,56.2,4.4,20.0,61.9,35.4,1,Python Foundations
LRN01372,MLOps Engineer,Beginner,1.9,4.0,48.4,55.3,15.0,Fast,63.0,42.2,67.0,30.5,56.3,31.7,1,Deep Learning Basics
LRN01373,Data Scientist,Intermediate,10.4,11.0,64.1,73.5,1.0,Moderate,71.7,43.6,78.8,73.9,71.3,78.4,1,Statistics for DS
LRN01374,ML Engineer,Beginner,0.4,3.0,28.2,41.6,15.7,Fast,45.6,29.6,62.1,25.7,35.5,32.6,1,Deep Learning Basics
LRN01375,MLOps Engineer,Intermediate,25.4,12.0,72.7,66.0,11.4,Moderate,76.6,67.2,78.0,48.5,60.5,33.7,0,SQL for Analysts
LRN01376,Data Analyst,Beginner,1.6,2.0,42.2,48.6,3.3,Slow,38.1,37.9,0.0,47.8,52.3,35.2,1,Statistics for DS
LRN01377,ML Engineer,Intermediate,13.8,11.0,47.0,53.1,2.2,Moderate,71.6,52.8,83.0,61.0,64.1,39.0,1,Statistics for DS
LRN01378,MLOps Engineer,Beginner,2.7,3.0,53.6,62.0,15.1,Fast,57.5,1.5,58.9,47.0,57.9,23.5,0,Statistics for DS
LRN01379,ML Engineer,Advanced,42.8,24.0,73.6,75.0,12.6,Moderate,87.4,68.9,71.5,82.4,79.7,56.6,0,Statistics for DS
LRN01380,Data Scientist,Beginner,2.5,5.0,48.4,39.4,9.2,Moderate,67.1,38.9,88.2,57.9,32.1,44.2,1,Statistics for DS
LRN01381,Data Scientist,Intermediate,17.4,17.0,63.1,58.3,14.6,Moderate,96.9,58.3,73.0,66.2,65.7,48.6,0,Statistics for DS
LRN01382,Data Analyst,Beginner,2.9,3.0,58.4,58.6,7.3,Moderate,5.4,31.0,0.0,11.1,44.5,46.6,1,Python Foundations
LRN01383,Data Scientist,Beginner,2.3,2.0,48.3,47.2,16.7,Fast,54.6,59.8,48.8,47.0,29.9,42.8,1,SQL for Analysts
LRN01384,MLOps Engineer,Intermediate,11.0,8.0,51.7,60.3,2.7,Slow,67.1,63.0,57.4,52.9,73.7,53.4,1,ML Algorithms Intro
LRN01385,MLOps Engineer,Advanced,64.7,45.0,84.8,74.1,10.2,Slow,68.8,88.3,97.8,61.6,92.7,64.4,0,Python Foundations
LRN01386,Data Analyst,Advanced,0.0,15.0,85.3,77.7,16.5,Fast,65.3,75.2,73.1,47.0,96.2,77.3,0,Statistics for DS
LRN01387,ML Engineer,Beginner,2.7,3.0,52.7,52.5,15.4,Moderate,69.6,46.2,45.0,52.9,76.4,23.3,1,ML Algorithms Intro
LRN01388,Data Scientist,Beginner,2.3,3.0,60.5,55.9,2.7,Slow,46.0,52.0,69.5,55.2,38.4,46.7,1,Python Foundations
LRN01389,MLOps Engineer,Intermediate,21.8,11.0,55.8,57.2,8.6,Slow,68.4,42.7,63.8,62.0,68.5,61.3,1,Statistics for DS
LRN01390,Data Analyst,Intermediate,4.9,7.0,75.0,72.0,4.4,Slow,65.3,67.1,44.3,72.4,50.7,80.9,1,SQL for Analysts
LRN01391,MLOps Engineer,Beginner,2.3,2.0,19.1,29.3,11.5,Moderate,48.8,21.1,42.7,0.0,43.6,19.6,1,Deep Learning Basics
LRN01392,ML Engineer,Intermediate,17.1,9.0,63.2,68.4,0.5,Slow,96.6,62.0,78.9,49.6,56.6,56.2,1,Deep Learning Basics
LRN01393,Data Analyst,Intermediate,27.6,9.0,60.9,60.9,5.0,Slow,53.1,58.1,52.9,26.0,61.9,87.1,0,SQL for Analysts
LRN01394,Data Analyst,Intermediate,21.0,18.0,86.7,74.8,5.8,Moderate,65.9,65.3,47.6,61.3,57.8,64.2,0,SQL for Analysts
LRN01395,ML Engineer,Beginner,1.2,3.0,42.7,42.8,16.8,Fast,27.7,28.9,58.9,42.8,43.0,30.3,1,Python Foundations
LRN01396,Data Analyst,Intermediate,13.6,9.0,74.1,68.9,11.4,Fast,88.6,61.9,31.5,5.9,66.7,43.6,1,Statistics for DS
LRN01397,Data Scientist,Beginner,4.3,3.0,18.6,36.0,8.7,Moderate,63.6,58.6,21.3,30.7,46.9,33.0,1,ML Algorithms Intro
LRN01398,MLOps Engineer,Intermediate,7.2,15.0,59.7,56.1,12.3,Moderate,68.0,71.5,70.6,39.9,61.9,40.8,0,Deep Learning Basics
LRN01399,ML Engineer,Beginner,10.4,3.0,60.1,43.3,17.6,Fast,57.8,34.5,31.7,21.0,61.9,35.1,1,Deep Learning Basics
LRN01400,Data Scientist,Intermediate,17.9,16.0,100.0,88.4,12.3,Fast,65.3,71.2,51.5,79.3,64.4,60.5,0,Python Foundations
LRN01401,Data Scientist,Intermediate,14.5,6.0,55.0,65.5,3.3,Moderate,86.4,61.4,49.8,38.7,69.3,59.4,1,ML Algorithms Intro
LRN01402,Data Analyst,Intermediate,42.3,18.0,66.1,66.0,10.5,Moderate,58.8,77.5,26.0,36.2,82.1,80.1,0,Python Foundations
LRN01403,MLOps Engineer,Beginner,2.4,3.0,46.9,47.7,13.7,Moderate,50.1,11.3,43.4,29.8,50.7,18.8,1,Python Foundations
LRN01404,Data Scientist,Beginner,3.7,3.0,21.2,36.2,6.1,Moderate,57.8,60.0,58.9,28.0,45.4,48.3,1,Statistics for DS
LRN01405,Data Analyst,Intermediate,11.1,9.0,57.1,61.4,15.3,Moderate,57.6,95.9,53.5,17.1,56.8,64.5,0,SQL for Analysts
LRN01406,Data Scientist,Intermediate,22.7,6.0,71.1,66.0,4.0,Slow,87.2,61.8,59.6,47.2,64.7,59.4,0,Deep Learning Basics
LRN01407,MLOps Engineer,Advanced,60.3,8.0,81.3,69.7,10.1,Fast,86.7,61.4,71.4,79.0,100.0,74.5,0,ML Algorithms Intro
LRN01408,Data Analyst,Beginner,2.1,2.0,10.5,27.8,4.3,Moderate,54.3,37.4,26.4,39.9,66.7,27.8,1,Statistics for DS
LRN01409,MLOps Engineer,Advanced,40.9,31.0,71.5,60.3,11.3,Moderate,85.9,49.4,75.3,92.5,79.4,61.3,0,Statistics for DS
LRN01410,ML Engineer,Beginner,1.7,2.0,60.3,53.4,4.4,Slow,53.7,60.0,57.2,21.9,55.6,34.9,1,Deep Learning Basics
LRN01411,ML Engineer,Beginner,1.3,1.0,53.8,56.8,20.4,Fast,58.1,60.0,73.5,50.0,37.7,43.0,1,Deep Learning Basics
LRN01412,MLOps Engineer,Beginner,4.6,2.0,63.3,59.4,5.4,Moderate,82.1,22.4,41.6,45.7,52.9,32.3,1,ML Algorithms Intro
LRN01413,ML Engineer,Intermediate,75.73749999999998,10.0,50.2,46.3,4.4,Slow,57.4,62.2,53.1,47.0,48.4,55.5,1,Deep Learning Basics
LRN01414,MLOps Engineer,Beginner,0.0,3.0,64.2,61.4,9.0,Moderate,67.4,56.9,29.2,44.0,42.0,27.7,1,ML Algorithms Intro
LRN01415,Data Analyst,Beginner,5.6,3.0,44.3,54.8,8.6,Moderate,62.3,19.9,58.9,23.2,69.9,48.6,1,Statistics for DS
LRN01416,ML Engineer,Intermediate,10.8,17.0,88.9,85.7,14.9,Fast,57.9,40.2,63.9,51.4,41.5,57.8,0,Python Foundations
LRN01417,Data Scientist,Intermediate,15.8,18.0,65.0,67.8,2.9,Slow,100.0,55.7,51.8,49.1,62.9,53.4,0,ML Algorithms Intro
LRN01418,Data Scientist,Beginner,5.5,5.0,14.3,29.2,16.5,Fast,69.5,37.8,45.5,5.2,35.4,51.1,1,Statistics for DS
LRN01419,MLOps Engineer,Beginner,2.8,1.0,57.7,61.1,9.9,Moderate,69.5,19.9,73.7,68.5,22.0,53.1,1,SQL for Analysts
LRN01420,MLOps Engineer,Intermediate,16.5,8.0,58.3,59.3,4.8,Slow,79.6,52.6,56.2,20.7,53.7,37.1,1,Deep Learning Basics
LRN01421,ML Engineer,Beginner,1.2,4.0,39.4,40.6,7.6,Slow,59.2,50.7,50.7,53.7,43.1,30.7,1,ML Algorithms Intro
LRN01422,Data Scientist,Beginner,10.4,2.0,23.2,30.2,0.5,Slow,57.3,43.9,24.2,33.8,44.3,53.4,1,ML Algorithms Intro
LRN01423,Data Scientist,Intermediate,16.5,16.0,89.3,77.8,3.6,Moderate,70.1,68.0,83.4,53.6,74.4,59.4,0,Python Foundations
LRN01424,Data Scientist,Beginner,3.5,3.0,37.2,50.3,12.1,Moderate,69.3,56.7,59.2,18.7,52.9,0.0,1,Statistics for DS
LRN01425,Data Scientist,Intermediate,20.7,20.0,88.6,84.9,6.2,Moderate,69.7,60.0,75.8,66.0,51.8,57.3,0,SQL for Analysts
LRN01426,Data Scientist,Beginner,2.3,4.0,38.5,40.1,2.9,Slow,48.7,25.5,60.2,32.6,55.0,52.6,1,Statistics for DS
LRN01427,Data Analyst,Beginner,3.0,4.0,31.1,40.0,14.2,Fast,56.4,47.7,15.9,0.0,63.2,44.5,1,Statistics for DS
LRN01428,Data Analyst,Beginner,0.2,3.0,64.8,61.5,2.1,Slow,49.9,40.8,15.2,0.0,72.9,34.9,1,Statistics for DS
LRN01429,ML Engineer,Beginner,3.7,3.0,43.9,48.0,4.6,Moderate,62.9,45.6,71.9,47.0,43.7,69.7,1,Deep Learning Basics
LRN01430,Data Scientist,Beginner,3.2,3.0,44.0,46.4,14.3,Fast,57.5,68.3,58.9,47.0,22.0,58.2,1,Deep Learning Basics
LRN01431,MLOps Engineer,Beginner,6.0,1.0,25.8,42.4,17.9,Fast,52.5,30.0,58.9,59.5,30.4,32.9,1,ML Algorithms Intro
LRN01432,ML Engineer,Advanced,42.2,40.0,73.1,69.1,9.0,Moderate,66.8,96.7,99.8,86.5,94.0,68.9,0,Python Foundations
LRN01433,Data Analyst,Advanced,22.2,32.0,86.4,79.5,10.5,Moderate,74.7,100.0,67.2,81.8,80.9,62.0,0,Statistics for DS
LRN01434,Data Analyst,Beginner,2.9,3.0,25.5,60.3,9.2,Slow,23.0,51.8,42.7,47.0,77.6,59.9,1,Python Foundations
LRN01435,Data Analyst,Intermediate,15.0,18.0,56.9,53.2,6.7,Slow,77.4,43.4,54.4,27.7,56.5,55.2,1,SQL for Analysts
LRN01436,MLOps Engineer,Intermediate,21.9,9.0,58.7,60.3,7.5,Moderate,75.7,29.2,49.1,42.9,95.6,69.9,1,ML Algorithms Intro
LRN01437,Data Analyst,Advanced,42.6,7.0,81.0,79.5,0.5,Slow,75.1,89.4,77.1,29.3,69.4,82.5,0,SQL for Analysts
LRN01438,Data Scientist,Beginner,1.1,4.0,67.2,71.7,9.9,Moderate,65.3,47.3,46.9,18.6,58.1,40.8,1,Python Foundations
LRN01439,MLOps Engineer,Beginner,0.5,1.0,40.5,41.2,6.3,Slow,34.0,19.6,43.9,63.8,45.8,13.3,1,Python Foundations
LRN01440,MLOps Engineer,Beginner,3.4,3.0,34.6,35.4,14.3,Fast,64.6,52.6,48.6,15.2,49.3,53.8,1,Deep Learning Basics
LRN01441,Data Analyst,Beginner,5.1,3.0,86.2,78.6,19.6,Fast,36.4,35.9,54.2,47.0,54.5,53.4,1,Python Foundations
LRN01442,Data Analyst,Beginner,3.1,3.0,38.5,49.9,13.4,Fast,38.3,60.0,32.3,0.0,61.9,47.5,1,SQL for Analysts
LRN01443,Data Analyst,Advanced,59.1,33.0,77.1,73.6,11.0,Moderate,65.6,78.2,74.6,67.5,90.4,62.3,0,Statistics for DS
LRN01444,Data Analyst,Advanced,63.3,31.0,74.6,73.3,9.2,Slow,94.7,60.7,84.7,78.5,83.1,81.8,0,Statistics for DS
LRN01445,Data Analyst,Beginner,3.4,4.0,40.8,40.4,4.1,Slow,42.5,39.3,62.5,0.0,59.3,51.1,1,Statistics for DS
LRN01446,ML Engineer,Intermediate,10.7,8.0,66.2,61.8,8.3,Moderate,70.6,81.1,58.9,43.7,31.1,33.6,1,Deep Learning Basics
LRN01447,MLOps Engineer,Beginner,3.3,3.0,58.8,49.3,8.7,Moderate,86.0,38.6,46.8,58.6,45.5,53.4,0,ML Algorithms Intro
LRN01448,Data Scientist,Intermediate,28.9,5.0,71.1,67.1,13.9,Moderate,90.8,60.0,75.5,53.7,75.2,75.6,0,Deep Learning Basics
LRN01449,ML Engineer,Intermediate,22.8,19.0,81.2,65.1,10.2,Moderate,75.8,81.4,76.8,58.9,78.6,59.2,0,Deep Learning Basics
LRN01450,Data Analyst,Beginner,4.1,1.0,60.7,66.5,15.4,Moderate,35.7,49.6,23.8,46.9,64.8,58.9,1,Python Foundations
LRN01451,ML Engineer,Advanced,32.3,22.0,83.1,83.2,4.8,Slow,78.5,52.4,100.0,52.0,72.6,94.9,0,Deep Learning Basics
LRN01452,ML Engineer,Advanced,37.8,12.0,85.6,78.6,7.0,Moderate,91.1,63.1,73.7,86.2,100.0,65.7,0,Statistics for DS
LRN01453,MLOps Engineer,Intermediate,16.9,8.0,81.6,68.3,7.2,Moderate,64.5,69.3,69.4,51.1,72.2,33.3,1,Deep Learning Basics
LRN01454,MLOps Engineer,Intermediate,17.5,12.0,48.3,53.5,9.2,Moderate,69.8,39.0,61.7,54.3,58.4,46.9,1,SQL for Analysts
LRN01455,Data Scientist,Intermediate,28.5,9.0,100.0,96.4,9.9,Fast,93.1,61.9,58.9,15.6,77.3,67.5,0,Deep Learning Basics
LRN01456,Data Analyst,Beginner,0.0,4.0,37.3,46.3,7.6,Moderate,54.7,46.9,14.7,47.0,70.2,39.4,1,Statistics for DS
LRN01457,Data Analyst,Beginner,3.0,3.0,39.7,51.1,7.6,Moderate,73.1,69.7,10.2,26.1,63.0,42.3,1,Statistics for DS
LRN01458,Data Scientist,Intermediate,17.3,10.0,46.8,48.6,16.7,Fast,72.2,61.3,74.6,52.8,64.8,55.9,0,Statistics for DS
LRN01459,MLOps Engineer,Beginner,0.9,3.0,60.1,33.2,9.8,Slow,74.5,31.2,37.2,47.8,45.3,34.0,1,ML Algorithms Intro
LRN01460,Data Scientist,Advanced,56.1,37.0,94.6,83.9,9.2,Moderate,91.6,88.1,66.2,94.8,93.5,84.5,0,ML Algorithms Intro
LRN01461,ML Engineer,Intermediate,11.5,16.0,99.1,78.7,3.2,Moderate,86.0,70.8,95.1,46.3,72.2,54.8,0,Deep Learning Basics
LRN01462,Data Scientist,Intermediate,14.8,48.0,56.5,67.7,6.3,Moderate,63.5,62.6,72.1,61.2,50.4,43.2,1,Statistics for DS
LRN01463,Data Analyst,Beginner,5.8,2.0,50.2,60.3,4.8,Slow,65.3,64.4,52.9,0.0,37.2,53.3,1,SQL for Analysts
LRN01464,Data Scientist,Advanced,63.2,30.0,83.3,80.2,16.3,Fast,88.7,74.7,79.0,62.0,66.8,99.5,0,Statistics for DS
LRN01465,ML Engineer,Beginner,3.9,3.0,60.0,57.9,20.9,Fast,72.8,59.4,46.3,47.1,22.6,33.9,0,ML Algorithms Intro
LRN01466,ML Engineer,Beginner,3.6,2.0,78.3,65.9,6.9,Slow,59.2,52.5,58.2,28.5,14.8,44.8,1,Deep Learning Basics
LRN01467,Data Scientist,Beginner,2.8,4.0,67.8,71.9,6.8,Slow,65.3,47.4,33.3,47.7,68.5,32.3,1,ML Algorithms Intro
LRN01468,Data Analyst,Intermediate,36.0,8.0,61.4,55.9,3.3,Slow,47.1,75.8,57.7,18.2,67.9,69.7,1,Python Foundations
LRN01469,ML Engineer,Advanced,58.8,38.0,87.9,81.1,19.3,Fast,81.3,81.8,88.1,64.8,58.0,56.0,0,Deep Learning Basics
LRN01470,Data Analyst,Beginner,1.9,4.0,54.4,58.1,9.2,Moderate,15.2,54.4,0.0,26.5,34.7,48.2,1,SQL for Analysts
LRN01471,MLOps Engineer,Advanced,12.6,14.0,79.7,74.1,9.2,Slow,89.1,81.3,87.2,64.3,87.7,72.4,0,Deep Learning Basics
LRN01472,Data Analyst,Beginner,3.9,2.0,28.6,34.5,15.2,Fast,56.0,52.6,8.2,0.0,68.7,59.1,1,Statistics for DS
LRN01473,Data Analyst,Intermediate,17.5,9.0,53.0,54.4,4.7,Moderate,73.8,62.4,49.1,45.9,74.2,61.3,1,Statistics for DS
LRN01474,Data Scientist,Beginner,0.9,3.0,62.2,57.3,10.8,Moderate,33.3,42.5,53.2,22.7,45.4,23.5,1,Python Foundations
LRN01475,Data Scientist,Intermediate,21.9,11.0,83.8,60.3,13.2,Moderate,66.8,79.4,86.6,31.1,82.2,60.6,0,Deep Learning Basics
LRN01476,Data Scientist,Intermediate,15.6,7.0,61.9,63.9,7.8,Moderate,73.1,73.0,65.6,65.9,60.7,61.2,1,ML Algorithms Intro
LRN01477,Data Scientist,Intermediate,22.8,5.0,68.9,66.1,13.7,Moderate,98.9,48.1,68.3,40.4,40.6,53.4,1,Statistics for DS
LRN01478,MLOps Engineer,Beginner,3.7,4.0,63.0,59.5,4.0,Moderate,35.9,47.4,34.8,4.5,30.1,53.4,1,Deep Learning Basics
LRN01479,Data Scientist,Advanced,29.2,28.0,54.4,65.6,5.4,Moderate,85.4,50.8,85.2,37.8,61.0,73.0,1,Statistics for DS
LRN01480,Data Scientist,Advanced,55.3,26.0,73.3,63.5,15.6,Fast,100.0,79.9,75.3,82.8,65.0,74.5,0,SQL for Analysts
LRN01481,Data Scientist,Intermediate,13.5,13.0,95.3,77.8,7.9,Moderate,79.0,79.9,63.2,35.0,76.2,51.1,0,Statistics for DS
LRN01482,Data Analyst,Intermediate,14.1,9.0,69.5,66.3,14.0,Fast,71.6,64.3,61.2,19.9,91.2,63.8,0,Statistics for DS
LRN01483,ML Engineer,Intermediate,13.2,13.0,48.1,50.5,9.4,Moderate,76.0,65.1,69.0,70.3,42.1,46.3,1,SQL for Analysts
LRN01484,Data Analyst,Beginner,4.7,6.0,46.8,55.7,14.4,Fast,49.8,0.0,3.6,28.9,55.8,66.2,1,Statistics for DS
LRN01485,ML Engineer,Advanced,36.1,37.0,95.3,87.6,7.9,Moderate,95.9,71.0,90.4,47.0,65.6,84.4,0,Deep Learning Basics
LRN01486,Data Analyst,Beginner,5.1,3.0,6.8,22.9,16.8,Fast,29.5,58.1,38.9,26.9,61.9,53.3,1,Python Foundations
LRN01487,MLOps Engineer,Intermediate,34.1,9.0,67.6,67.6,7.0,Moderate,91.5,64.9,52.9,73.4,93.0,63.6,0,ML Algorithms Intro
LRN01488,Data Scientist,Beginner,1.9,0.0,39.4,47.7,3.7,Slow,34.3,66.9,67.3,49.0,66.5,13.5,1,Python Foundations
LRN01489,MLOps Engineer,Beginner,0.0,4.0,20.4,41.7,2.1,Slow,62.1,39.8,51.8,54.3,48.1,32.4,1,SQL for Analysts
LRN01490,Data Scientist,Intermediate,27.4,16.0,66.2,60.3,0.5,Slow,73.0,63.0,60.3,52.7,68.6,60.6,0,ML Algorithms Intro
LRN01491,Data Analyst,Intermediate,14.9,9.0,63.0,59.0,18.3,Fast,66.4,50.4,67.9,17.8,72.1,63.6,0,Statistics for DS
LRN01492,ML Engineer,Advanced,23.8,11.0,79.6,74.6,21.1,Fast,81.5,78.3,58.9,79.4,67.4,68.1,0,SQL for Analysts
LRN01493,ML Engineer,Advanced,29.6,13.0,74.8,58.6,19.2,Fast,75.1,59.6,91.2,81.4,59.6,60.6,0,Statistics for DS
LRN01494,ML Engineer,Beginner,2.4,4.0,29.7,38.6,5.0,Slow,38.3,18.3,44.7,26.9,45.9,27.3,1,Deep Learning Basics
LRN01495,Data Scientist,Beginner,4.9,3.0,23.2,39.2,14.1,Fast,53.4,38.1,38.3,18.8,64.4,29.7,1,Statistics for DS
LRN01496,ML Engineer,Beginner,3.2,4.0,34.6,44.9,8.1,Moderate,35.9,63.1,30.7,18.8,32.4,49.2,1,Deep Learning Basics
LRN01497,MLOps Engineer,Intermediate,29.6,12.0,77.9,73.9,12.2,Moderate,74.0,53.9,71.4,60.2,52.5,75.3,0,SQL for Analysts
LRN01498,ML Engineer,Intermediate,22.4,17.0,68.5,68.9,2.2,Moderate,47.9,60.0,65.8,58.3,44.4,78.6,1,Python Foundations
LRN01499,Data Scientist,Advanced,35.5,29.0,79.0,78.3,7.9,Moderate,96.0,86.4,92.5,69.7,71.8,64.4,0,Statistics for DS
LRN01500,ML Engineer,Intermediate,14.5,16.0,49.4,59.0,6.2,Slow,55.8,33.6,68.3,63.4,82.0,47.2,1,Python Foundations
LRN01501,ML Engineer,Beginner,3.8,0.0,39.4,47.6,5.6,Moderate,65.3,60.2,45.7,35.3,64.5,11.5,1,Deep Learning Basics
LRN01502,MLOps Engineer,Intermediate,25.4,6.0,76.1,69.8,10.3,Moderate,65.3,31.4,83.6,38.0,79.0,45.1,0,Deep Learning Basics
LRN01503,Data Scientist,Intermediate,27.0,10.0,72.6,58.4,5.1,Slow,81.9,57.1,74.9,70.5,66.4,46.1,1,Statistics for DS
LRN01504,Data Scientist,Intermediate,15.6,17.0,57.8,62.9,4.6,Moderate,80.4,65.0,68.3,54.9,64.0,45.8,1,Statistics for DS
LRN01505,ML Engineer,Beginner,3.3,5.0,5.8,24.4,9.2,Moderate,50.0,51.3,56.6,36.9,61.9,44.8,1,Deep Learning Basics
LRN01506,Data Scientist,Beginner,3.9,3.0,34.9,43.1,7.1,Moderate,70.0,43.4,62.4,31.1,29.7,35.0,1,Statistics for DS
LRN01507,ML Engineer,Intermediate,14.5,9.0,57.8,55.4,17.2,Fast,51.0,43.1,56.3,52.2,59.5,60.8,0,Deep Learning Basics
LRN01508,Data Scientist,Beginner,1.3,1.0,31.4,60.3,18.0,Fast,50.4,44.2,51.0,25.0,70.2,62.9,1,Statistics for DS
LRN01509,Data Analyst,Intermediate,10.7,16.0,58.8,58.0,10.2,Moderate,84.4,61.6,41.3,30.4,67.4,71.8,1,SQL for Analysts
LRN01510,ML Engineer,Beginner,2.6,2.0,57.2,57.9,9.2,Moderate,60.6,38.2,58.0,37.0,39.8,53.0,1,Deep Learning Basics
LRN01511,Data Analyst,Intermediate,24.0,26.0,64.4,62.8,9.9,Moderate,64.5,73.2,46.0,51.3,73.6,43.3,0,Statistics for DS
LRN01512,Data Analyst,Intermediate,29.3,8.0,79.8,75.9,5.5,Moderate,70.7,52.2,43.6,38.4,65.4,53.4,1,Statistics for DS
LRN01513,ML Engineer,Advanced,13.5,46.0,57.4,53.0,3.9,Slow,100.0,86.6,78.7,48.3,95.7,67.2,0,Deep Learning Basics
LRN01514,ML Engineer,Beginner,2.1,4.0,40.4,48.8,6.6,Moderate,28.3,42.9,52.3,50.0,65.4,33.4,1,Python Foundations
LRN01515,MLOps Engineer,Beginner,2.5,2.0,15.9,25.9,12.1,Moderate,36.3,43.7,23.3,46.1,55.3,50.8,1,Python Foundations
LRN01516,Data Scientist,Beginner,4.2,3.0,38.6,41.9,11.0,Moderate,63.3,37.2,9.9,47.0,65.7,25.4,1,ML Algorithms Intro
LRN01517,Data Analyst,Intermediate,13.2,16.0,49.3,56.5,18.0,Fast,60.5,60.0,60.1,18.0,62.2,51.2,0,Statistics for DS
LRN01518,MLOps Engineer,Beginner,2.4,3.0,64.2,58.5,14.1,Moderate,70.9,60.0,7.9,48.6,48.1,31.0,1,ML Algorithms Intro
LRN01519,Data Analyst,Intermediate,5.3,16.0,71.1,71.7,8.0,Moderate,59.8,63.6,58.6,47.0,99.5,63.4,0,Statistics for DS
LRN01520,Data Analyst,Beginner,3.7,4.0,60.2,60.6,2.4,Slow,8.2,29.2,59.6,0.5,84.6,41.7,1,Python Foundations
LRN01521,Data Scientist,Beginner,10.4,4.0,38.6,37.6,2.9,Slow,35.5,16.1,54.6,31.2,23.5,27.2,1,Statistics for DS
LRN01522,Data Scientist,Intermediate,12.1,12.0,49.7,58.9,4.2,Moderate,41.1,78.3,92.3,36.6,60.3,51.7,1,Python Foundations
LRN01523,MLOps Engineer,Intermediate,15.7,6.0,49.2,53.8,4.4,Moderate,69.0,65.8,67.2,46.3,60.7,73.6,1,SQL for Analysts
LRN01524,ML Engineer,Advanced,65.7,24.0,84.0,78.6,9.2,Slow,84.4,80.9,100.0,70.8,77.6,63.3,0,Deep Learning Basics
LRN01525,ML Engineer,Intermediate,9.0,13.0,92.2,87.1,0.5,Slow,72.6,60.2,63.9,35.0,84.1,58.7,0,Deep Learning Basics
LRN01526,Data Analyst,Intermediate,10.4,3.0,71.2,74.6,0.8,Slow,72.0,85.5,26.9,29.6,92.3,76.8,1,Statistics for DS
LRN01527,Data Scientist,Intermediate,29.3,13.0,59.4,60.5,15.7,Fast,85.7,58.7,63.9,24.9,58.6,52.3,0,Deep Learning Basics
LRN01528,Data Scientist,Intermediate,18.7,12.0,62.2,64.3,14.8,Fast,71.4,64.8,94.1,77.5,79.9,52.0,0,Statistics for DS
LRN01529,Data Analyst,Beginner,4.0,1.0,44.5,50.8,11.7,Moderate,10.6,53.5,58.9,18.9,60.5,59.0,1,Python Foundations
LRN01530,Data Scientist,Intermediate,21.6,10.0,95.4,83.2,4.2,Slow,87.1,82.6,58.9,51.8,72.5,53.4,0,ML Algorithms Intro
LRN01531,Data Scientist,Intermediate,17.7,11.0,83.5,69.3,1.6,Slow,83.7,68.8,75.0,49.2,50.0,57.0,1,SQL for Analysts
LRN01532,Data Analyst,Beginner,10.4,5.0,48.9,53.2,6.9,Slow,49.8,33.7,37.8,26.0,61.9,33.2,1,Statistics for DS
LRN01533,ML Engineer,Intermediate,25.5,13.0,66.6,70.8,9.2,Moderate,93.2,60.0,67.5,80.9,68.9,67.0,0,Statistics for DS
LRN01534,ML Engineer,Intermediate,28.5,17.0,69.5,69.3,9.2,Slow,51.0,72.3,100.0,31.8,63.4,53.4,1,Deep Learning Basics
LRN01535,Data Analyst,Intermediate,27.8,11.0,72.4,63.9,9.8,Moderate,89.1,70.0,54.6,57.7,54.9,67.9,0,SQL for Analysts
LRN01536,Data Scientist,Beginner,1.2,1.0,38.8,50.1,13.9,Fast,46.3,61.9,58.9,60.1,71.1,36.5,1,Python Foundations
LRN01537,ML Engineer,Intermediate,29.7,15.0,52.3,53.2,6.8,Moderate,76.9,60.0,58.9,51.3,68.4,55.7,1,Deep Learning Basics
LRN01538,ML Engineer,Advanced,34.5,18.0,95.5,75.4,21.6,Fast,67.5,83.6,70.4,79.6,59.6,97.2,0,ML Algorithms Intro
